12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
3.0,26.0,3.0,795.0,9.0,40.0,8.0,3479.0,7.0,39.0,4.0,3189.0,10.0,33.0,4.0,1647.0,14.0,50.0,4.0,2279.0,13.0,40.0,7.0,1949.0,26,Real Madrid,LaLiga,right,173.0,Lucas Vázquez,Spain,W
21.0,50.0,21.0,2881.0,16.0,52.0,24.0,4054.0,15.0,46.0,22.0,3669.0,8.0,36.0,28.0,2593.0,9.0,48.0,19.0,3239.0,9.0,33.0,8.0,2303.0,30,Real Madrid,LaLiga,both,185.0,Karim Benzema,France  Algeria,CF
,,,,,,,,0.0,12.0,9.0,816.0,7.0,46.0,23.0,3320.0,0.0,21.0,2.0,426.0,2.0,20.0,5.0,772.0,20,Real Madrid,LaLiga,right,182.0,Borja Mayoral,Spain,CF
6.0,44.0,15.0,3769.0,8.0,45.0,8.0,3265.0,12.0,42.0,9.0,3131.0,15.0,47.0,5.0,3717.0,10.0,43.0,6.0,3390.0,0.0,23.0,4.0,1306.0,28,Atlético Madrid,LaLiga,right,184.0,Vitolo,Spain,W
3.0,12.0,4.0,798.0,14.0,44.0,8.0,3365.0,,,,,4.0,36.0,8.0,1435.0,11.0,47.0,8.0,1919.0,5.0,41.0,7.0,2350.0,23,Atlético Madrid,LaLiga,right,172.0,Ángel Correa,Argentina  Spain,W
5.0,35.0,11.0,2923.0,5.0,50.0,20.0,3696.0,6.0,53.0,25.0,3420.0,7.0,54.0,32.0,4380.0,12.0,53.0,26.0,4559.0,12.0,36.0,21.0,2960.0,26,Atlético Madrid,LaLiga,left,175.0,Antoine Griezmann,France,CF
13.0,44.0,20.0,3054.0,4.0,51.0,36.0,4155.0,5.0,37.0,20.0,2935.0,11.0,41.0,16.0,3370.0,8.0,42.0,22.0,3490.0,4.0,13.0,6.0,959.0,29,Atlético Madrid,LaLiga,right,186.0,Diego Costa,Spain  Brazil,CF
3.0,32.0,9.0,1168.0,4.0,49.0,21.0,2709.0,6.0,44.0,17.0,1912.0,7.0,52.0,29.0,3572.0,7.0,46.0,16.0,2363.0,4.0,27.0,9.0,1237.0,30,Atlético Madrid,LaLiga,right,172.0,Kévin Gameiro,France,CF
11.0,64.0,22.0,4653.0,6.0,41.0,11.0,2263.0,1.0,36.0,7.0,1792.0,5.0,44.0,12.0,2530.0,7.0,45.0,10.0,2197.0,2.0,31.0,5.0,1167.0,33,Atlético Madrid,LaLiga,right,186.0,Fernando Torres,Spain,CF
0.0,0.0,0.0,0.0,1.0,11.0,4.0,858.0,15.0,41.0,8.0,2908.0,10.0,36.0,7.0,2113.0,8.0,39.0,7.0,2283.0,9.0,30.0,5.0,1887.0,21,Valencia CF,LaLiga,right,179.0,Gonçalo Guedes,Portugal,W
0.0,1.0,0.0,6.0,1.0,22.0,3.0,1565.0,4.0,20.0,3.0,1626.0,3.0,22.0,6.0,1318.0,3.0,37.0,5.0,2881.0,5.0,23.0,1.0,1291.0,22,Valencia CF,LaLiga,right,178.0,Andreas Pereira,Brazil  Belgium,W
,,,,,,,,,,,,,,,,0.0,2.0,0.0,74.0,2.0,19.0,1.0,930.0,18,Valencia CF,LaLiga,right,184.0,Ferrán Torres,Spain,W
4.0,36.0,18.0,2847.0,2.0,35.0,9.0,2386.0,3.0,34.0,12.0,2745.0,2.0,24.0,8.0,1018.0,1.0,31.0,6.0,1947.0,4.0,31.0,11.0,2148.0,26,Valencia CF,LaLiga,left,186.0,Simone Zaza,Italy,CF
5.0,39.0,11.0,2140.0,8.0,42.0,18.0,2666.0,5.0,32.0,4.0,2161.0,3.0,38.0,7.0,2175.0,5.0,21.0,7.0,1588.0,7.0,34.0,15.0,2277.0,27,Valencia CF,LaLiga,left,182.0,Rodrigo,Spain  Brazil,CF
4.0,33.0,13.0,2647.0,1.0,36.0,5.0,2449.0,8.0,48.0,20.0,2955.0,5.0,28.0,3.0,1455.0,5.0,31.0,10.0,1890.0,0.0,21.0,4.0,1165.0,24,Valencia CF,LaLiga,right,173.0,Luciano Vietto,Argentina  Italy,CF
0.0,1.0,0.0,31.0,0.0,32.0,4.0,1431.0,4.0,24.0,9.0,1445.0,6.0,36.0,8.0,2293.0,3.0,31.0,6.0,1572.0,4.0,32.0,14.0,1531.0,22,Valencia CF,LaLiga,right,181.0,Santi Mina,Spain,CF
0.0,8.0,0.0,395.0,2.0,32.0,3.0,2020.0,4.0,22.0,2.0,1269.0,1.0,25.0,3.0,1308.0,3.0,34.0,8.0,1759.0,5.0,32.0,7.0,2154.0,23,Sevilla FC,LaLiga,right,188.0,Joaquín Correa,Argentina  Italy,W
3.0,32.0,4.0,2122.0,2.0,37.0,14.0,2442.0,14.0,37.0,13.0,3061.0,7.0,29.0,12.0,2452.0,5.0,30.0,6.0,1349.0,7.0,31.0,4.0,1686.0,31,Sevilla FC,LaLiga,right,175.0,Nolito,Spain,W
1.0,16.0,2.0,629.0,6.0,36.0,2.0,2141.0,7.0,41.0,4.0,2927.0,6.0,32.0,7.0,2553.0,13.0,46.0,11.0,2809.0,9.0,41.0,8.0,2830.0,25,Sevilla FC,LaLiga,left,178.0,Pablo Sarabia,Spain,W
10.0,44.0,1.0,3924.0,13.0,48.0,6.0,2852.0,11.0,47.0,1.0,3006.0,10.0,52.0,1.0,3510.0,5.0,36.0,0.0,1797.0,2.0,37.0,2.0,2224.0,32,Sevilla FC,LaLiga,right,170.0,Jesús Navas,Spain,W
6.0,37.0,15.0,2578.0,5.0,42.0,17.0,3090.0,5.0,38.0,15.0,2988.0,5.0,41.0,23.0,3348.0,6.0,42.0,18.0,2268.0,3.0,33.0,17.0,2174.0,27,Sevilla FC,LaLiga,right,170.0,Wissam Ben Yedder,France  Tunisia,CF
3.0,23.0,11.0,1428.0,3.0,31.0,8.0,1905.0,5.0,27.0,4.0,1379.0,7.0,35.0,7.0,1919.0,9.0,33.0,13.0,2415.0,3.0,35.0,8.0,1931.0,26,Sevilla FC,LaLiga,right,179.0,Luis Muriel,Colombia,CF
,,,,2.0,31.0,7.0,1428.0,2.0,42.0,12.0,2692.0,2.0,20.0,3.0,851.0,5.0,31.0,16.0,2402.0,2.0,21.0,1.0,798.0,22,Sevilla FC,LaLiga,right,175.0,Sandro Ramírez,Spain,CF
2.0,25.0,0.0,1018.0,1.0,29.0,5.0,1934.0,5.0,35.0,4.0,2665.0,3.0,40.0,8.0,3094.0,8.0,43.0,11.0,3098.0,0.0,25.0,0.0,1228.0,27,Villarreal CF,LaLiga,both,182.0,Roberto Soriano,Italy  Germany,W
8.0,35.0,11.0,2608.0,0.0,5.0,0.0,127.0,10.0,40.0,7.0,2554.0,1.0,14.0,4.0,632.0,2.0,18.0,0.0,767.0,3.0,25.0,3.0,900.0,27,Villarreal CF,LaLiga,left,179.0,Denis Cheryshev,Russia  Spain,W
,,,,,,,,5.0,39.0,1.0,2470.0,2.0,45.0,2.0,2880.0,5.0,44.0,3.0,2602.0,7.0,29.0,2.0,1872.0,23,Villarreal CF,LaLiga,left,182.0,Samu Castillejo,Spain,W
,,,,,,,,,,,,0.0,1.0,0.0,8.0,0.0,20.0,1.0,976.0,1.0,34.0,5.0,2009.0,22,Villarreal CF,LaLiga,left,184.0,Daniel Raba,Spain,W
1.0,16.0,4.0,1155.0,5.0,24.0,5.0,1859.0,6.0,29.0,4.0,2355.0,1.0,24.0,4.0,1957.0,8.0,35.0,5.0,2292.0,1.0,14.0,4.0,1067.0,26,Villarreal CF,LaLiga,right,171.0,Salem Al-Dawsari,Saudi Arabia,W
13.0,44.0,28.0,3629.0,12.0,52.0,21.0,3427.0,10.0,56.0,28.0,3574.0,4.0,43.0,20.0,3605.0,5.0,34.0,14.0,2310.0,6.0,34.0,12.0,2385.0,31,Villarreal CF,LaLiga,right,181.0,Carlos Bacca,Colombia,CF
3.0,26.0,6.0,1564.0,8.0,31.0,7.0,1733.0,5.0,37.0,8.0,2689.0,5.0,38.0,7.0,2605.0,4.0,44.0,9.0,2720.0,2.0,14.0,5.0,510.0,26,Villarreal CF,LaLiga,right,173.0,Nicola Sansone,Italy  Germany,CF
,,,,1.0,23.0,6.0,391.0,2.0,31.0,1.0,788.0,2.0,28.0,11.0,1439.0,4.0,33.0,19.0,2806.0,4.0,31.0,4.0,2002.0,20,Villarreal CF,LaLiga,right,185.0,Enes Ünal,Turkey,CF
0.0,2.0,0.0,116.0,0.0,13.0,1.0,505.0,6.0,26.0,6.0,1975.0,8.0,32.0,19.0,2216.0,3.0,25.0,8.0,2067.0,0.0,6.0,0.0,192.0,23,Villarreal CF,LaLiga,right,180.0,Roger Martínez,Colombia,CF
3.0,43.0,2.0,2868.0,4.0,39.0,9.0,3021.0,4.0,41.0,2.0,3245.0,1.0,28.0,2.0,1364.0,5.0,46.0,7.0,3150.0,4.0,12.0,2.0,928.0,25,Athletic Bilbao,LaLiga,right,169.0,Iker Muniain,Spain,W
,,,,,,,,1.0,6.0,1.0,483.0,1.0,21.0,0.0,808.0,0.0,32.0,4.0,2261.0,1.0,31.0,0.0,1504.0,20,Athletic Bilbao,LaLiga,left,179.0,Iñigo Córdoba,Spain,W
,,,,2.0,38.0,3.0,2240.0,6.0,42.0,18.0,3544.0,2.0,38.0,7.0,1959.0,2.0,19.0,1.0,668.0,0.0,15.0,0.0,427.0,26,Athletic Bilbao,LaLiga,right,187.0,Sabin Merino,Spain,W
,,,,3.0,14.0,8.0,953.0,4.0,43.0,16.0,3293.0,6.0,37.0,13.0,2426.0,8.0,49.0,8.0,3621.0,6.0,41.0,7.0,2901.0,23,Athletic Bilbao,LaLiga,right,186.0,Iñaki Williams,Spain,W
9.0,46.0,11.0,3812.0,12.0,43.0,7.0,3300.0,9.0,48.0,3.0,2840.0,11.0,47.0,5.0,3409.0,3.0,36.0,1.0,1473.0,7.0,39.0,2.0,2614.0,30,Athletic Bilbao,LaLiga,right,179.0,Markel Susaeta,Spain,W
6.0,44.0,18.0,2982.0,9.0,36.0,18.0,2693.0,5.0,48.0,26.0,3611.0,10.0,55.0,36.0,4487.0,4.0,42.0,24.0,3186.0,2.0,40.0,19.0,2899.0,37,Athletic Bilbao,LaLiga,right,182.0,Aritz Aduriz,Spain,CF
2.0,31.0,9.0,2061.0,2.0,9.0,1.0,418.0,0.0,6.0,0.0,129.0,0.0,13.0,4.0,483.0,0.0,17.0,0.0,493.0,0.0,1.0,0.0,62.0,32,Athletic Bilbao,LaLiga,right,184.0,Kike Sola,Spain,CF
,,,,,,,,0.0,5.0,0.0,210.0,3.0,32.0,9.0,2310.0,9.0,43.0,4.0,3170.0,7.0,33.0,9.0,2517.0,20,Real Sociedad,LaLiga,left,181.0,Mikel Oyarzabal,Spain,W
5.0,19.0,1.0,1523.0,8.0,38.0,5.0,2348.0,4.0,29.0,5.0,1685.0,4.0,26.0,3.0,1267.0,3.0,29.0,2.0,1956.0,4.0,26.0,3.0,1404.0,23,Real Sociedad,LaLiga,left,186.0,Adnan Januzaj,Belgium  Kosovo,W
1.0,26.0,1.0,1284.0,0.0,24.0,5.0,1151.0,2.0,38.0,8.0,2554.0,2.0,21.0,0.0,587.0,1.0,41.0,15.0,2097.0,3.0,29.0,7.0,1543.0,24,Real Sociedad,LaLiga,right,172.0,Juanmi,Spain,W
,,,,0.0,15.0,1.0,626.0,4.0,35.0,5.0,2929.0,2.0,27.0,5.0,1616.0,0.0,11.0,0.0,136.0,0.0,14.0,1.0,652.0,21,Real Sociedad,LaLiga,right,179.0,David Concha,Spain,W
0.0,26.0,5.0,1618.0,0.0,17.0,4.0,1001.0,5.0,38.0,10.0,2219.0,1.0,34.0,10.0,2085.0,4.0,34.0,14.0,2541.0,2.0,30.0,17.0,2346.0,26,Real Sociedad,LaLiga,right,189.0,Willian José,Brazil,CF
,,,,1.0,7.0,3.0,491.0,4.0,25.0,2.0,1315.0,0.0,33.0,15.0,2400.0,2.0,31.0,16.0,1833.0,1.0,18.0,2.0,520.0,22,Real Sociedad,LaLiga,right,180.0,Jon Bautista,Spain,CF
6.0,35.0,15.0,2152.0,2.0,40.0,8.0,2260.0,1.0,36.0,7.0,2262.0,0.0,16.0,13.0,1173.0,,,,,0.0,9.0,0.0,229.0,31,Real Sociedad,LaLiga,right,187.0,Imanol Agirretxe,Spain,CF
0.0,10.0,0.0,246.0,3.0,29.0,9.0,1578.0,4.0,24.0,8.0,1705.0,4.0,42.0,8.0,2631.0,4.0,56.0,12.0,3361.0,10.0,28.0,4.0,2046.0,23,Celta de Vigo,LaLiga,right,171.0,Pione Sisto,Denmark  Uganda,W
,,,,,,,,0.0,0.0,0.0,0.0,2.0,13.0,2.0,973.0,3.0,19.0,1.0,694.0,2.0,24.0,1.0,896.0,20,Celta de Vigo,LaLiga,left,169.0,Emre Mor,Turkey  Denmark,W
7.0,37.0,12.0,3031.0,1.0,15.0,1.0,468.0,2.0,25.0,10.0,940.0,5.0,40.0,18.0,3075.0,8.0,49.0,26.0,3607.0,5.0,30.0,19.0,2566.0,30,Celta de Vigo,LaLiga,left,176.0,Iago Aspas,Spain,W
,,,,,,,,0.0,4.0,0.0,183.0,4.0,21.0,14.0,1679.0,8.0,27.0,15.0,2297.0,3.0,30.0,15.0,2482.0,21,Celta de Vigo,LaLiga,right,186.0,Maximiliano Gómez,Uruguay,CF
,,,,0.0,6.0,0.0,273.0,1.0,33.0,3.0,1542.0,3.0,16.0,1.0,1347.0,2.0,33.0,3.0,1607.0,1.0,19.0,0.0,240.0,22,Celta de Vigo,LaLiga,right,183.0,Lucas Boyé,Argentina  Italy,CF
6.0,34.0,8.0,1631.0,5.0,30.0,5.0,830.0,11.0,37.0,8.0,2119.0,6.0,35.0,4.0,2093.0,8.0,42.0,4.0,2416.0,4.0,24.0,6.0,1386.0,26,Real Betis Balompié,LaLiga,both,178.0,Cristian Tello,Spain,W
3.0,33.0,2.0,1889.0,11.0,43.0,11.0,3185.0,1.0,33.0,1.0,1832.0,6.0,31.0,4.0,1696.0,4.0,29.0,3.0,1246.0,1.0,4.0,1.0,112.0,25,Real Betis Balompié,LaLiga,left,178.0,Joel Campbell,Costa Rica,W
10.0,45.0,8.0,3318.0,7.0,37.0,5.0,2239.0,6.0,34.0,2.0,2356.0,5.0,32.0,1.0,2108.0,4.0,29.0,3.0,1704.0,7.0,27.0,4.0,2059.0,36,Real Betis Balompié,LaLiga,right,181.0,Joaquín,Spain,W
,,,,,,,,0.0,5.0,0.0,275.0,0.0,29.0,1.0,2048.0,,,,,0.0,15.0,0.0,1082.0,22,Real Betis Balompié,LaLiga,right,175.0,Francis Guerrero,Spain,W
,,,,0.0,15.0,7.0,876.0,0.0,15.0,7.0,1095.0,1.0,30.0,11.0,2272.0,2.0,24.0,4.0,1650.0,0.0,12.0,7.0,638.0,22,Real Betis Balompié,LaLiga,right,181.0,Antonio Sanabria,Paraguay,CF
0.0,6.0,5.0,417.0,0.0,30.0,12.0,2092.0,2.0,35.0,9.0,2355.0,3.0,42.0,23.0,3544.0,2.0,36.0,10.0,2665.0,1.0,26.0,12.0,1864.0,29,Real Betis Balompié,LaLiga,right,176.0,Sergio León,Spain,CF
8.0,40.0,21.0,3309.0,2.0,34.0,13.0,2614.0,13.0,46.0,33.0,3975.0,2.0,40.0,19.0,3482.0,7.0,47.0,20.0,3794.0,0.0,7.0,1.0,220.0,36,Real Betis Balompié,LaLiga,right,168.0,Rubén Castro,Spain,CF
,,,,,,,,0.0,11.0,0.0,334.0,0.0,30.0,13.0,1629.0,,,,,0.0,28.0,20.0,2424.0,24,Real Betis Balompié,LaLiga,,185.0,Loren Morón,Spain,CF
4.0,19.0,1.0,1081.0,5.0,29.0,7.0,1555.0,8.0,30.0,7.0,2044.0,8.0,37.0,2.0,1759.0,12.0,31.0,10.0,2475.0,3.0,24.0,1.0,1460.0,28,RCD Espanyol Barcelona,LaLiga,both,163.0,Pablo Piatti,Argentina  Italy,W
2.0,17.0,3.0,900.0,7.0,32.0,12.0,2279.0,5.0,39.0,16.0,2629.0,3.0,36.0,7.0,2157.0,4.0,38.0,13.0,3400.0,2.0,34.0,15.0,2991.0,25,RCD Espanyol Barcelona,LaLiga,left,180.0,Gerard Moreno,Spain,CF
7.0,28.0,7.0,2178.0,4.0,33.0,3.0,1741.0,1.0,26.0,7.0,1806.0,2.0,34.0,6.0,1720.0,7.0,22.0,6.0,1450.0,3.0,31.0,7.0,2290.0,25,RCD Espanyol Barcelona,LaLiga,right,181.0,Leo Baptistão,Brazil  Spain,CF
5.0,28.0,7.0,2401.0,9.0,41.0,12.0,3614.0,11.0,41.0,15.0,3567.0,1.0,13.0,8.0,1131.0,6.0,24.0,13.0,1916.0,4.0,28.0,2.0,1293.0,34,RCD Espanyol Barcelona,LaLiga,right,174.0,Sergio García,Spain,CF
0.0,1.0,0.0,45.0,0.0,25.0,9.0,1593.0,0.0,39.0,18.0,2757.0,2.0,24.0,7.0,1302.0,0.0,18.0,2.0,795.0,,,,,24,RCD Espanyol Barcelona,LaLiga,right,187.0,Jairo Morillas,Spain,CF
1.0,25.0,5.0,1884.0,0.0,25.0,4.0,1165.0,1.0,5.0,1.0,352.0,4.0,19.0,1.0,694.0,1.0,21.0,2.0,399.0,1.0,19.0,0.0,850.0,22,Deportivo de La Coruña,LaLiga,right,168.0,Zakaria Bakkali,Belgium  Morocco,W
0.0,6.0,0.0,271.0,0.0,18.0,5.0,1400.0,0.0,26.0,9.0,1936.0,4.0,30.0,6.0,1961.0,1.0,26.0,4.0,1739.0,0.0,10.0,2.0,159.0,25,Deportivo de La Coruña,LaLiga,right,177.0,Borja Valle,Spain,W
0.0,15.0,2.0,914.0,3.0,40.0,3.0,2313.0,5.0,30.0,4.0,2163.0,3.0,29.0,4.0,1546.0,3.0,17.0,3.0,872.0,1.0,19.0,2.0,1342.0,25,Deportivo de La Coruña,LaLiga,left,170.0,Federico Cartabia,Argentina  Spain,W
0.0,31.0,4.0,2084.0,3.0,35.0,1.0,2664.0,3.0,20.0,2.0,1000.0,3.0,28.0,2.0,1779.0,4.0,24.0,1.0,1500.0,2.0,10.0,0.0,534.0,25,Deportivo de La Coruña,LaLiga,left,171.0,Carles Gil,Spain,W
3.0,18.0,8.0,1605.0,15.0,50.0,10.0,3555.0,3.0,21.0,6.0,1554.0,11.0,39.0,19.0,3342.0,6.0,22.0,8.0,1038.0,5.0,27.0,5.0,2123.0,29,Deportivo de La Coruña,LaLiga,left,180.0,Lucas Pérez,Spain,CF
,,,,0.0,34.0,12.0,2845.0,1.0,30.0,8.0,2297.0,7.0,36.0,21.0,3223.0,3.0,39.0,12.0,3021.0,2.0,24.0,6.0,1503.0,24,Deportivo de La Coruña,LaLiga,right,180.0,Florin Andone,Romania  Spain,CF
5.0,46.0,4.0,2528.0,5.0,39.0,3.0,1745.0,4.0,18.0,1.0,723.0,4.0,23.0,5.0,950.0,1.0,26.0,2.0,1064.0,3.0,22.0,5.0,1708.0,30,Deportivo de La Coruña,LaLiga,right,183.0,Adrián López,Spain,CF
,,,,0.0,0.0,0.0,0.0,4.0,38.0,7.0,2273.0,5.0,33.0,6.0,2603.0,1.0,19.0,1.0,503.0,1.0,4.0,0.0,102.0,22,Málaga CF,LaLiga,right,182.0,Isaac Success,Nigeria,W
13.0,47.0,18.0,3258.0,18.0,42.0,11.0,3461.0,4.0,31.0,1.0,1378.0,10.0,20.0,3.0,1042.0,2.0,16.0,3.0,849.0,2.0,15.0,3.0,625.0,25,Málaga CF,LaLiga,left,176.0,Maxime Lestienne,Belgium,W
4.0,33.0,6.0,1500.0,6.0,35.0,2.0,1612.0,4.0,37.0,4.0,2171.0,4.0,26.0,1.0,1476.0,4.0,31.0,1.0,1903.0,1.0,20.0,3.0,1636.0,33,Málaga CF,LaLiga,left,178.0,Chory Castro,Uruguay  Spain,W
0.0,5.0,1.0,193.0,1.0,20.0,0.0,981.0,6.0,36.0,6.0,2644.0,5.0,32.0,3.0,2461.0,3.0,22.0,0.0,1052.0,2.0,18.0,0.0,1137.0,26,Málaga CF,LaLiga,right,172.0,Keko,Spain,W
,,,,2.0,28.0,4.0,1607.0,3.0,38.0,5.0,2635.0,5.0,26.0,3.0,1399.0,1.0,26.0,1.0,1431.0,1.0,20.0,0.0,604.0,27,Málaga CF,LaLiga,right,177.0,Samu García,Spain,W
3.0,25.0,8.0,1598.0,5.0,26.0,2.0,1729.0,4.0,38.0,16.0,2659.0,4.0,42.0,10.0,3074.0,0.0,33.0,10.0,2046.0,0.0,18.0,3.0,1175.0,24,Málaga CF,LaLiga,right,177.0,Diego Rolán,Uruguay,CF
0.0,32.0,9.0,1801.0,0.0,33.0,10.0,1909.0,5.0,40.0,22.0,3400.0,4.0,39.0,19.0,2685.0,0.0,20.0,1.0,683.0,0.0,18.0,2.0,1063.0,25,Málaga CF,LaLiga,right,186.0,Borja Bastón,Spain,CF
3.0,40.0,21.0,3222.0,6.0,29.0,10.0,1425.0,2.0,31.0,7.0,1766.0,7.0,36.0,13.0,2848.0,4.0,45.0,19.0,3408.0,0.0,7.0,1.0,478.0,29,MĂĄlaga CF,LaLiga,right,181.0,Brown Ideye,Nigeria,CF
,,,,0.0,2.0,0.0,10.0,,,,,5.0,36.0,8.0,2398.0,0.0,10.0,0.0,355.0,0.0,13.0,0.0,808.0,20,Málaga CF,LaLiga,right,185.0,Adalberto Peñaranda,Venezuela,CF
,,,,,,,,,,,,,,,,1.0,15.0,1.0,373.0,0.0,18.0,2.0,903.0,20,Málaga CF,LaLiga,both,189.0,Youssef En-Nesyri,Morocco,CF
4.0,34.0,7.0,2252.0,5.0,38.0,7.0,2788.0,0.0,45.0,15.0,2322.0,1.0,39.0,11.0,2156.0,0.0,28.0,5.0,1607.0,0.0,23.0,15.0,1899.0,31,Girona FC,LaLiga,right,184.0,Cristhian Stuani,Uruguay  Italy,CF
0.0,17.0,1.0,1084.0,0.0,3.0,1.0,144.0,1.0,6.0,4.0,368.0,3.0,33.0,10.0,2299.0,3.0,35.0,10.0,2469.0,4.0,26.0,5.0,1363.0,24,Girona FC,LaLiga,right,183.0,Anthony Lozano,Honduras,CF
0.0,2.0,0.0,87.0,,,,,0.0,2.0,0.0,180.0,4.0,32.0,13.0,2121.0,0.0,9.0,2.0,764.0,1.0,11.0,3.0,466.0,23,Girona FC,LaLiga,,190.0,Michael Olunga,Kenya,CF
8.0,34.0,6.0,2666.0,2.0,22.0,2.0,1405.0,9.0,29.0,1.0,1932.0,7.0,31.0,3.0,1864.0,4.0,30.0,3.0,2159.0,1.0,28.0,4.0,2178.0,29,SD Eibar,LaLiga,right,170.0,Takashi Inui,Japan,W
8.0,30.0,3.0,2363.0,5.0,40.0,7.0,2987.0,8.0,29.0,2.0,1756.0,4.0,33.0,3.0,2026.0,6.0,39.0,11.0,3108.0,2.0,4.0,0.0,269.0,31,SD Eibar,LaLiga,right,183.0,Pedro León,Spain,W
3.0,33.0,0.0,1776.0,6.0,33.0,5.0,2119.0,7.0,39.0,7.0,3149.0,10.0,38.0,7.0,3342.0,3.0,25.0,5.0,1773.0,1.0,10.0,3.0,628.0,32,SD Eibar,LaLiga,right,171.0,Fabián Orellana,Chile,W
,,,,0.0,6.0,4.0,361.0,1.0,21.0,1.0,1148.0,0.0,17.0,1.0,766.0,2.0,35.0,3.0,2045.0,3.0,14.0,1.0,816.0,23,SD Eibar,LaLiga,right,186.0,Iván Alejo,Spain,W
0.0,5.0,0.0,205.0,0.0,19.0,0.0,1459.0,4.0,31.0,1.0,2138.0,4.0,34.0,9.0,2001.0,2.0,34.0,2.0,1516.0,1.0,21.0,0.0,1107.0,26,SD Eibar,LaLiga,right,170.0,Rubén Peña,Spain,W
0.0,25.0,3.0,720.0,4.0,39.0,10.0,2337.0,5.0,40.0,16.0,3228.0,9.0,41.0,11.0,2581.0,7.0,40.0,12.0,2872.0,1.0,21.0,4.0,1418.0,28,SD Eibar,LaLiga,right,181.0,Sergi Enrich,Spain,CF
5.0,36.0,7.0,2979.0,5.0,44.0,23.0,3827.0,4.0,51.0,12.0,2828.0,1.0,24.0,4.0,1238.0,3.0,27.0,9.0,1635.0,0.0,28.0,5.0,1879.0,28,SD Eibar,LaLiga,right,186.0,Kike,Spain,CF
5.0,47.0,32.0,3757.0,3.0,31.0,12.0,2432.0,4.0,31.0,4.0,1367.0,3.0,35.0,12.0,3007.0,1.0,21.0,3.0,1135.0,1.0,26.0,6.0,1479.0,33,SD Eibar,LaLiga,right,179.0,Charles,Brazil  Portugal,CF
,,,,,,,,0.0,15.0,1.0,598.0,0.0,33.0,6.0,2431.0,8.0,37.0,7.0,2558.0,5.0,30.0,4.0,2266.0,21,Deportivo Alavés,LaLiga,left,184.0,Alfonso Pedraza,Spain,W
1.0,21.0,3.0,1230.0,4.0,36.0,5.0,2079.0,15.0,37.0,7.0,2802.0,3.0,31.0,2.0,1256.0,4.0,34.0,2.0,2101.0,1.0,18.0,1.0,810.0,24,Deportivo Alavés,LaLiga,right,184.0,Burgui,Spain,W
12.0,46.0,5.0,2472.0,2.0,24.0,8.0,1020.0,4.0,34.0,2.0,1674.0,1.0,9.0,0.0,339.0,3.0,35.0,7.0,2111.0,5.0,28.0,5.0,1975.0,28,Deportivo Alavés,LaLiga,right,178.0,Ibai Gómez,Spain,W
2.0,16.0,2.0,889.0,3.0,27.0,3.0,1712.0,4.0,16.0,4.0,1250.0,2.0,33.0,7.0,2517.0,0.0,35.0,4.0,1977.0,0.0,14.0,0.0,588.0,29,Deportivo Alavés,LaLiga,right,180.0,Hernán Pérez,Paraguay  Spain,W
,,,,6.0,21.0,15.0,1163.0,5.0,33.0,5.0,2169.0,7.0,26.0,8.0,1664.0,3.0,39.0,8.0,2390.0,6.0,27.0,10.0,1933.0,22,Deportivo Alavés,LaLiga,left,175.0,Munir El Haddadi,Spain  Morocco,CF
1.0,7.0,6.0,553.0,2.0,9.0,1.0,250.0,10.0,35.0,15.0,1985.0,1.0,43.0,12.0,1818.0,7.0,42.0,9.0,2272.0,2.0,20.0,2.0,1000.0,25,Deportivo Alavés,LaLiga,right,185.0,John Guidetti,Sweden,CF
7.0,28.0,10.0,2297.0,0.0,2.0,0.0,28.0,10.0,38.0,23.0,2843.0,2.0,33.0,18.0,2917.0,1.0,27.0,5.0,1367.0,0.0,12.0,3.0,484.0,29,Deportivo Alavés,LaLiga,left,184.0,Christian Santos,Venezuela  Germany,CF
2.0,19.0,1.0,1180.0,0.0,17.0,0.0,440.0,6.0,42.0,6.0,2388.0,3.0,14.0,2.0,886.0,1.0,16.0,3.0,769.0,2.0,23.0,2.0,1172.0,25,Deportivo Alavés,LaLiga,right,185.0,Rubén Sobrino,Spain,CF
,,,,,,,,1.0,33.0,18.0,1981.0,2.0,23.0,9.0,812.0,5.0,27.0,15.0,2315.0,0.0,4.0,3.0,192.0,19,Deportivo Alavés,LaLiga,right,184.0,Ermedin Demirovic,Bosnia-Herzegovina  Germany,CF
6.0,39.0,10.0,2761.0,3.0,28.0,5.0,2278.0,7.0,26.0,1.0,1572.0,11.0,49.0,13.0,3248.0,2.0,28.0,8.0,2039.0,2.0,15.0,2.0,1102.0,29,CD Leganés,LaLiga,left,174.0,Alexander Szymanowski,Argentina  Poland,W
0.0,5.0,1.0,349.0,0.0,7.0,0.0,177.0,1.0,27.0,4.0,1613.0,5.0,38.0,16.0,2743.0,2.0,24.0,6.0,968.0,2.0,19.0,1.0,813.0,23,CD Leganés,LaLiga,right,182.0,José Naranjo,Spain,W
